,X,Y
2539, 893, 1789
2540, 11442, 22887
2541, 14908, 29819
2542, 17743, 35489
2543, 23408, 46819
2544, 15279, 30561
2545, 6398, 12799
2546, 5401, 10805
2547, 1269, 2541
2548, 16026, 32055
2549, 22361, 44725
2550, 22516, 45035
2551, 15885, 31773
2552, 15030, 30063
2553, 17363, 34729
2554, 18272, 36547
2555, 19323, 38649
2556, 4240, 8483
2557, 5139, 10281
2558, 1863, 3729
2559, 26867, 53737
2560, 516, 1035
2561, 17221, 34445
2562, 25795, 51593
2563, 28836, 57675
2564, 14240, 28483
2565, 12224, 24451
2566, 1059, 2121
2567, 1539, 3081
2568, 15481, 30965
2569, 15334, 30671
2570, 27662, 55327
2571, 10170, 20343
2572, 18941, 37885
2573, 284, 571
2574, 16199, 32401
2575, 9489, 18981
2576, 29241, 58485
2577, 3356, 6715
2578, 1633, 3269
2579, 24652, 49307
2580, 6524, 13051
2581, 4279, 8561
2582, 676, 1355
2583, 1876, 3755
2584, 7947, 15897
2585, 18846, 37695
2586, 26528, 53059
2587, 683, 1369
2588, 2278, 4559
2589, 9618, 19239
2590, 9154, 18311
2591, 8634, 17271
2592, 1467, 2937
2593, 2762, 5527
2594, 24853, 49709
2595, 18013, 36029
2596, 12394, 24791
2597, 18822, 37647
2598, 18843, 37689
2599, 13202, 26407
2600, 4537, 9077
2601, 21266, 42535
2602, 11212, 22427
2603, 1421, 2845
2604, 13369, 26741
2605, 16333, 32669
2606, 13358, 26719
2607, 5152, 10307
2608, 136, 275
2609, 25242, 50487
2610, 25894, 51791
2611, 18265, 36533
2612, 21224, 42451
2613, 2742, 5487
2614, 16654, 33311
2615, 2044, 4091
2616, 527, 1057
2617, 923, 1849
2618, 23175, 46353
2619, 24195, 48393
2620, 9729, 19461
2621, 19493, 38989
2622, 16145, 32293
2623, 25779, 51561
2624, 11596, 23195
2625, 18676, 37355
2626, 28633, 57269
2627, 16129, 32261
2628, 12722, 25447
2629, 225, 453
2630, 23761, 47525
2631, 12645, 25293
2632, 27612, 55227
2633, 23508, 47019
2634, 5638, 11279
2635, 20622, 41247
2636, 3916, 7835
2637, 19205, 38413
2638, 10031, 20065
2639, 16165, 32333
2640, 8852, 17707
2641, 9281, 18565
2642, 20865, 41733
2643, 20566, 41135
2644, 10181, 20365
2645, 11935, 23873
2646, 6091, 12185
2647, 13197, 26397
2648, 10539, 21081
2649, 16788, 33579
2650, 20670, 41343
2651, 3453, 6909
2652, 2311, 4625
2653, 17940, 35883
2654, 13196, 26395
2655, 8807, 17617
2656, 23741, 47485
2657, 21242, 42487
2658, 4790, 9583
2659, 105, 213
2660, 2656, 5315
2661, 26794, 53591
2662, 14622, 29247
2663, 565, 1133
2664, 16970, 33943
2665, 4085, 8173
2666, 7524, 15051
2667, 28979, 57961
2668, 8992, 17987
2669, 24637, 49277
2670, 24431, 48865
2671, 28841, 57685
2672, 14644, 29291
2673, 12505, 25013
2674, 17482, 34967
2675, 4170, 8343
2676, 973, 1949
2677, 1162, 2327
2678, 9266, 18535
2679, 18221, 36445
2680, 15813, 31629
2681, 10063, 20129
2682, 2493, 4989
2683, 1745, 3493
2684, 8354, 16711
2685, 26023, 52049
2686, 10845, 21693
2687, 2605, 5213
2688, 15271, 30545
2689, 9942, 19887
2690, 20308, 40619
2691, 1020, 2043
2692, 11611, 23225
2693, 26777, 53557
2694, 10410, 20823
2695, 26504, 53011
2696, 28778, 57559
2697, 2061, 4125
2698, 14477, 28957
2699, 6326, 12655
2700, 23451, 46905
2701, 23484, 46971
2702, 26649, 53301
2703, 10036, 20075
2704, 24066, 48135
2705, 15146, 30295
2706, 17704, 35411
2707, 4158, 8319
2708, 19319, 38641
2709, 2079, 4161
2710, 21100, 42203
2711, 5014, 10031
2712, 19783, 39569
2713, 11414, 22831
2714, 7611, 15225
2715, 16517, 33037
2716, 19241, 38485
2717, 4390, 8783
2718, 4265, 8533
2719, 21533, 43069
2720, 24691, 49385
2721, 8526, 17055
2722, 12124, 24251
2723, 19650, 39303
2724, 12685, 25373
2725, 20774, 41551
2726, 14748, 29499
2727, 22249, 44501
2728, 13734, 27471
2729, 1395, 2793
2730, 25130, 50263
2731, 494, 991
2732, 18599, 37201
2733, 11724, 23451
2734, 4179, 8361
2735, 5452, 10907
2736, 6501, 13005
2737, 18939, 37881
2738, 24516, 49035
2739, 19769, 39541
2740, 18459, 36921
2741, 24230, 48463
2742, 21152, 42307
2743, 10320, 20643
2744, 18711, 37425
2745, 7471, 14945
2746, 27088, 54179
2747, 9379, 18761
2748, 24499, 49001
2749, 17112, 34227
2750, 6043, 12089
2751, 11568, 23139
2752, 17799, 35601
2753, 29483, 58969
2754, 16502, 33007
2755, 26467, 52937
2756, 20957, 41917
2757, 4505, 9013
2758, 15901, 31805
2759, 1197, 2397
2760, 13669, 27341
2761, 24161, 48325
2762, 6370, 12743
2763, 12404, 24811
2764, 7723, 15449
2765, 23219, 46441
2766, 27461, 54925
2767, 8571, 17145
2768, 22469, 44941
2769, 14357, 28717
2770, 9158, 18319
2771, 14403, 28809
2772, 15313, 30629
2773, 22279, 44561
2774, 6391, 12785
2775, 18657, 37317
2776, 1695, 3393
2777, 6370, 12743
2778, 9173, 18349
2779, 4402, 8807
2780, 25642, 51287
2781, 2310, 4623
2782, 13400, 26803
2783, 19229, 38461
2784, 18765, 37533
2785, 8500, 17003
2786, 5193, 10389
2787, 13336, 26675
2788, 27955, 55913
2789, 11577, 23157
2790, 19540, 39083
2791, 11758, 23519
2792, 480, 963
2793, 4557, 9117
2794, 24414, 48831
2795, 23743, 47489
2796, 13326, 26655
2797, 1418, 2839
2798, 20505, 41013
2799, 26184, 52371
2800, 27019, 54041
2801, 13377, 26757
2802, 9429, 18861
2803, 13924, 27851
2804, 6017, 12037
2805, 13241, 26485
2806, 23961, 47925
2807, 27859, 55721
2808, 16197, 32397
2809, 4985, 9973
2810, 4210, 8423
2811, 22587, 45177
2812, 629, 1261
2813, 1528, 3059
2814, 8203, 16409
2815, 8812, 17627
2816, 11819, 23641
2817, 1075, 2153
2818, 16510, 33023
2819, 4584, 9171
2820, 1655, 3313
2821, 15183, 30369
2822, 15978, 31959
2823, 1187, 2377
2824, 26125, 52253
2825, 2128, 4259
2826, 15430, 30863
2827, 2055, 4113
2828, 1594, 3191
2829, 14889, 29781
2830, 23028, 46059
2831, 12859, 25721
2832, 797, 1597
2833, 16709, 33421
2834, 1385, 2773
2835, 8357, 16717
2836, 28691, 57385
2837, 22021, 44045
2838, 7341, 14685
2839, 16302, 32607
2840, 4211, 8425
2841, 21690, 43383
2842, 798, 1599
2843, 16325, 32653
2844, 2172, 4347
2845, 28662, 57327
2846, 22490, 44983
2847, 23462, 46927
2848, 6795, 13593
2849, 18670, 37343
2850, 24252, 48507
2851, 21468, 42939
2852, 17553, 35109
2853, 26403, 52809
2854, 12934, 25871
2855, 17284, 34571
2856, 20933, 41869
2857, 21314, 42631
2858, 14913, 29829
2859, 12885, 25773
2860, 13462, 26927
2861, 22856, 45715
2862, 26624, 53251
2863, 2013, 4029
2864, 15588, 31179
2865, 13801, 27605
2866, 16572, 33147
2867, 17421, 34845
2868, 2367, 4737
2869, 13107, 26217
2870, 5723, 11449
2871, 8440, 16883
2872, 1632, 3267
2873, 831, 1665
2874, 10258, 20519
2875, 472, 947
2876, 26663, 53329
2877, 4424, 8851
2878, 7405, 14813
2879, 21330, 42663
2880, 6356, 12715
2881, 28719, 57441
2882, 3244, 6491
2883, 16635, 33273
2884, 29290, 58583
2885, 28669, 57341
2886, 2769, 5541
2887, 25626, 51255
2888, 28064, 56131
2889, 6362, 12727
2890, 26615, 53233
2891, 20400, 40803
2892, 778, 1559
2893, 11358, 22719
2894, 7525, 15053
2895, 7605, 15213
2896, 4936, 9875
2897, 15607, 31217
2898, 5859, 11721
2899, 24997, 49997
2900, 8062, 16127
2901, 21643, 43289
2902, 20173, 40349
2903, 9275, 18553
2904, 26116, 52235
2905, 28254, 56511
2906, 28773, 57549
2907, 19580, 39163
2908, 14174, 28351
2909, 18485, 36973
2910, 29805, 59613
2911, 6648, 13299
2912, 5998, 11999
2913, 20156, 40315
2914, 27638, 55279
2915, 5197, 10397
2916, 2488, 4979
2917, 10533, 21069
2918, 28019, 56041
2919, 5100, 10203
2920, 20743, 41489
2921, 10258, 20519
2922, 22545, 45093
2923, 18464, 36931
2924, 22910, 45823
2925, 7093, 14189
2926, 24907, 49817
2927, 24140, 48283
2928, 26290, 52583
2929, 21813, 43629
2930, 8376, 16755
2931, 11892, 23787
2932, 21542, 43087
2933, 22356, 44715
2934, 3624, 7251
2935, 4350, 8703
2936, 6454, 12911
2937, 1312, 2627
2938, 9712, 19427
2939, 16826, 33655
2940, 12297, 24597
2941, 1798, 3599
2942, 10114, 20231
2943, 29729, 59461
2944, 26817, 53637
2945, 3421, 6845
2946, 8769, 17541
2947, 1962, 3927
2948, 1988, 3979
2949, 1202, 2407
2950, 17555, 35113
2951, 13443, 26889
2952, 560, 1123
2953, 11952, 23907
2954, 8503, 17009
2955, 637, 1277
2956, 17370, 34743
2957, 9107, 18217
2958, 24281, 48565
2959, 26664, 53331
2960, 1624, 3251
2961, 20845, 41693
2962, 1507, 3017
2963, 21378, 42759
2964, 16720, 33443
2965, 27864, 55731
2966, 24727, 49457
2967, 25290, 50583
2968, 17040, 34083
2969, 13324, 26651
2970, 8539, 17081
2971, 617, 1237
2972, 12304, 24611
2973, 21508, 43019
2974, 17235, 34473
2975, 23124, 46251
2976, 17205, 34413
2977, 10460, 20923
2978, 22837, 45677
2979, 7595, 15193
2980, 9079, 18161
2981, 23934, 47871
2982, 15961, 31925
2983, 23397, 46797
2984, 16404, 32811
2985, 11901, 23805
2986, 24080, 48163
2987, 11872, 23747
2988, 29190, 58383
2989, 21569, 43141
2990, 1335, 2673
2991, 3539, 7081
2992, 1283, 2569
2993, 22629, 45261
2994, 29196, 58395
2995, 28119, 56241
2996, 12261, 24525
2997, 23133, 46269
2998, 5696, 11395
2999, 18726, 37455
3000, 29561, 59125
3001, 1884, 3771
3002, 16205, 32413
3003, 754, 1511
3004, 14683, 29369
3005, 18804, 37611
3006, 6409, 12821
3007, 1001, 2005
3008, 16690, 33383
3009, 29184, 58371
3010, 15995, 31993
3011, 3527, 7057
3012, 19799, 39601
3013, 25407, 50817
3014, 19694, 39391
3015, 21020, 42043
3016, 28300, 56603
3017, 2065, 4133
3018, 11589, 23181
3019, 12352, 24707
3020, 14315, 28633
3021, 20999, 42001
3022, 1934, 3871
3023, 21973, 43949
3024, 28444, 56891
3025, 25830, 51663
3026, 5338, 10679
3027, 3708, 7419
3028, 3275, 6553
3029, 1020, 2043
3030, 17227, 34457
3031, 10138, 20279
3032, 8537, 17077
3033, 13318, 26639
3034, 24686, 49375
3035, 16732, 33467
3036, 29138, 58279
3037, 5537, 11077
3038, 15819, 31641
3039, 12536, 25075
3040, 24864, 49731
3041, 3472, 6947
3042, 955, 1913
3043, 22582, 45167
3044, 1102, 2207
3045, 11886, 23775
3046, 9850, 19703
3047, 5680, 11363
3048, 10799, 21601
3049, 17604, 35211
3050, 12669, 25341
3051, 13653, 27309
3052, 3439, 6881
3053, 21804, 43611
3054, 23814, 47631
3055, 1412, 2827
3056, 19114, 38231
3057, 17847, 35697
3058, 8693, 17389
3059, 14968, 29939
3060, 26860, 53723
3061, 13965, 27933
3062, 16353, 32709
3063, 5550, 11103
3064, 9625, 19253
3065, 19923, 39849
3066, 26983, 53969
3067, 17743, 35489
3068, 9054, 18111
3069, 1442, 2887
3070, 2754, 5511
3071, 5754, 11511
3072, 1383, 2769
3073, 29781, 59565
3074, 24220, 48443
3075, 1745, 3493
3076, 19154, 38311
3077, 290, 583
3078, 17700, 35403
3079, 22823, 45649
3080, 2356, 4715
3081, 717, 1437
3082, 4449, 8901
3083, 27048, 54099
3084, 3707, 7417
3085, 10746, 21495
3086, 16582, 33167
3087, 27386, 54775
3088, 24900, 49803
3089, 7586, 15175
3090, 20742, 41487
3091, 27347, 54697
3092, 1022, 2047
3093, 5063, 10129
3094, 10282, 20567
3095, 24299, 48601
3096, 15775, 31553
3097, 15499, 31001
3098, 17120, 34243
3099, 27139, 54281
3100, 15333, 30669
3101, 20302, 40607
3102, 7446, 14895
3103, 29222, 58447
3104, 29807, 59617
3105, 29463, 58929
3106, 2247, 4497
3107, 27695, 55393
3108, 2109, 4221
3109, 1589, 3181
3110, 26389, 52781
3111, 139, 281
3112, 23189, 46381
3113, 2342, 4687
3114, 617, 1237
3115, 27968, 55939
3116, 1480, 2963
3117, 12471, 24945
3118, 12791, 25585
3119, 18734, 37471
3120, 27476, 54955
3121, 25453, 50909
3122, 23989, 47981
3123, 3221, 6445
3124, 5755, 11513
3125, 9764, 19531
3126, 23629, 47261
3127, 728, 1459
3128, 2772, 5547
3129, 15350, 30703
3130, 22912, 45827
3131, 2433, 4869
3132, 19792, 39587
3133, 2094, 4191
3134, 21998, 43999
3135, 16516, 33035
3136, 22688, 45379
3137, 10909, 21821
3138, 16356, 32715
3139, 4040, 8083
3140, 7334, 14671
3141, 15709, 31421
3142, 3701, 7405
3143, 9699, 19401
3144, 4649, 9301
3145, 2149, 4301
3146, 4812, 9627
3147, 21542, 43087
3148, 14028, 28059
3149, 23980, 47963
3150, 29632, 59267
3151, 27609, 55221
3152, 1345, 2693
3153, 25057, 50117
3154, 1961, 3925
3155, 199, 401
3156, 15802, 31607
3157, 5866, 11735
3158, 114, 231
3159, 13566, 27135
3160, 4768, 9539
3161, 23515, 47033
3162, 7664, 15331
3163, 29136, 58275
3164, 3464, 6931
3165, 842, 1687
3166, 23154, 46311
3167, 12829, 25661
3168, 16483, 32969
3169, 4017, 8037
3170, 17818, 35639
3171, 16853, 33709
3172, 5876, 11755
3173, 3859, 7721
3174, 363, 729
3175, 5816, 11635
3176, 23688, 47379
3177, 23011, 46025
3178, 5538, 11079
3179, 9824, 19651
3180, 18913, 37829
3181, 14625, 29253
3182, 3402, 6807
3183, 23938, 47879
3184, 12147, 24297
3185, 14278, 28559
3186, 4747, 9497
3187, 7281, 14565
3188, 4051, 8105
3189, 9058, 18119
3190, 1939, 3881
3191, 23779, 47561
3192, 15980, 31963
3193, 4, 11
3194, 1240, 2483
3195, 25848, 51699
3196, 22132, 44267
3197, 29530, 59063
3198, 5068, 10139
3199, 11128, 22259
3200, 7710, 15423
3201, 27417, 54837
3202, 24465, 48933
3203, 20828, 41659
3204, 10769, 21541
3205, 671, 1345
3206, 18975, 37953
3207, 21649, 43301
3208, 21786, 43575
3209, 27608, 55219
3210, 14021, 28045
3211, 24568, 49139
3212, 24605, 49213
3213, 24414, 48831
3214, 18876, 37755
3215, 23729, 47461
3216, 20050, 40103
3217, 22500, 45003
3218, 17922, 35847
3219, 10393, 20789
3220, 20909, 41821
3221, 7380, 14763
3222, 2101, 4205
3223, 5649, 11301
3224, 23454, 46911
3225, 24631, 49265
3226, 1758, 3519
3227, 6402, 12807
3228, 9723, 19449
3229, 29654, 59311
3230, 12065, 24133
3231, 17694, 35391
3232, 18491, 36985
3233, 22942, 45887
3234, 22386, 44775
3235, 360, 723
3236, 11492, 22987
3237, 13129, 26261
3238, 14010, 28023
3239, 5366, 10735
3240, 1558, 3119
3241, 21819, 43641
3242, 12506, 25015
3243, 28917, 57837
3244, 18794, 37591
3245, 170, 343
3246, 14399, 28801
3247, 23535, 47073
3248, 10822, 21647
3249, 2306, 4615
3250, 28087, 56177
3251, 25161, 50325
3252, 27698, 55399
3253, 26760, 53523
3254, 29315, 58633
3255, 12304, 24611
3256, 7072, 14147
3257, 2109, 4221
3258, 8365, 16733
3259, 14325, 28653
3260, 7687, 15377
3261, 16133, 32269
3262, 7580, 15163
3263, 19349, 38701
3264, 1008, 2019
3265, 19464, 38931
3266, 1461, 2925
3267, 2302, 4607
3268, 6741, 13485
3269, 20569, 41141
3270, 22884, 45771
3271, 16751, 33505
3272, 12919, 25841
3273, 3030, 6063
3274, 17036, 34075
3275, 15712, 31427
3276, 1151, 2305
3277, 24911, 49825
3278, 11259, 22521
3279, 450, 903
3280, 28599, 57201
3281, 26090, 52183
3282, 22865, 45733
3283, 1368, 2739
3284, 27721, 55445
3285, 2709, 5421
3286, 4163, 8329
3287, 11878, 23759
3288, 5080, 10163
3289, 22494, 44991
3290, 21227, 42457
3291, 24537, 49077
3292, 1151, 2305
3293, 9008, 18019
3294, 5218, 10439
3295, 16231, 32465
3296, 20279, 40561
3297, 1823, 3649
3298, 7057, 14117
3299, 4904, 9811
3300, 4428, 8859
3301, 7446, 14895
3302, 2116, 4235
3303, 597, 1197
3304, 16914, 33831
3305, 22895, 45793
3306, 11904, 23811
3307, 7488, 14979
3308, 2260, 4523
3309, 22931, 45865
3310, 15383, 30769
3311, 10421, 20845
3312, 12045, 24093
3313, 23906, 47815
3314, 23673, 47349
3315, 5727, 11457
3316, 730, 1463
3317, 28629, 57261
3318, 20173, 40349
3319, 18589, 37181
3320, 15792, 31587
3321, 737, 1477
3322, 8769, 17541
3323, 8886, 17775
3324, 17226, 34455
3325, 671, 1345
3326, 3230, 6463
3327, 21787, 43577
3328, 19686, 39375
3329, 9131, 18265
3330, 3871, 7745
3331, 16109, 32221
3332, 21681, 43365
3333, 28874, 57751
3334, 23939, 47881
3335, 2239, 4481
3336, 21888, 43779
3337, 23503, 47009
3338, 15201, 30405
3339, 23709, 47421
3340, 12992, 25987
3341, 21951, 43905
3342, 17340, 34683
3343, 24397, 48797
3344, 23728, 47459
3345, 12851, 25705
3346, 20183, 40369
3347, 20180, 40363
3348, 1230, 2463
3349, 23038, 46079
3350, 27210, 54423
3351, 27197, 54397
3352, 350, 703
3353, 4368, 8739
3354, 5974, 11951
3355, 1685, 3373
3356, 26706, 53415
3357, 21402, 42807
3358, 17270, 34543
3359, 10, 23
3360, 22679, 45361
3361, 3699, 7401
3362, 12086, 24175
3363, 8022, 16047
3364, 19308, 38619
3365, 14011, 28025
3366, 14152, 28307
3367, 1398, 2799
3368, 1785, 3573
3369, 1214, 2431
3370, 13269, 26541
3371, 15232, 30467
3372, 22365, 44733
3373, 22042, 44087
3374, 25105, 50213
3375, 26644, 53291
3376, 20744, 41491
3377, 1525, 3053
3378, 3090, 6183
3379, 12530, 25063
3380, 27403, 54809
3381, 29577, 59157
3382, 25314, 50631
3383, 13004, 26011
3384, 2732, 5467
3385, 24113, 48229
3386, 16083, 32169
3387, 1405, 2813
3388, 9598, 19199
3389, 8297, 16597
3390, 14866, 29735
3391, 15435, 30873
3392, 15537, 31077
3393, 2112, 4227
3394, 22911, 45825
3395, 15209, 30421
3396, 102, 207
3397, 28209, 56421
3398, 14268, 28539
3399, 1728, 3459
3400, 10613, 21229
3401, 6659, 13321
3402, 26244, 52491
3403, 28144, 56291
3404, 1378, 2759
3405, 28398, 56799
3406, 1295, 2593
3407, 14737, 29477
3408, 18558, 37119
3409, 8959, 17921
3410, 29651, 59305
3411, 15806, 31615
3412, 21114, 42231
3413, 1470, 2943
3414, 1932, 3867
3415, 164, 331
3416, 2513, 5029
3417, 6669, 13341
3418, 10591, 21185
3419, 3447, 6897
3420, 20662, 41327
3421, 1875, 3753
3422, 13723, 27449
3423, 1446, 2895
3424, 10140, 20283
3425, 9690, 19383
3426, 28578, 57159
3427, 3632, 7267
3428, 8837, 17677
3429, 10870, 21743
3430, 17671, 35345
3431, 6808, 13619
3432, 13517, 27037
3433, 13672, 27347
3434, 9752, 19507
3435, 7157, 14317
3436, 17479, 34961
3437, 18561, 37125
3438, 13165, 26333
3439, 2332, 4667
3440, 25464, 50931
3441, 26763, 53529
3442, 27073, 54149
3443, 27202, 54407
3444, 1747, 3497
3445, 28132, 56267
3446, 16385, 32773
3447, 15068, 30139
3448, 2101, 4205
3449, 18540, 37083
3450, 27555, 55113
3451, 138, 279
3452, 25570, 51143
3453, 15009, 30021
3454, 16185, 32373
3455, 13668, 27339
3456, 11199, 22401
3457, 20489, 40981
3458, 22342, 44687
3459, 1715, 3433
3460, 1202, 2407
3461, 4817, 9637
3462, 2384, 4771
3463, 22451, 44905
3464, 22935, 45873
3465, 17587, 35177
3466, 18742, 37487
3467, 24983, 49969
3468, 100, 203
3469, 7965, 15933
3470, 916, 1835
3471, 5326, 10655
3472, 9823, 19649
3473, 24207, 48417
3474, 21893, 43789
3475, 8069, 16141
3476, 19599, 39201
3477, 7492, 14987
3478, 936, 1875
3479, 15725, 31453
3480, 26736, 53475
3481, 16662, 33327
3482, 7750, 15503
3483, 13502, 27007
3484, 1979, 3961
3485, 156, 315
3486, 9235, 18473
3487, 9340, 18683
3488, 16260, 32523
3489, 17301, 34605
3490, 1251, 2505
3491, 2041, 4085
3492, 7638, 15279
3493, 25225, 50453
3494, 29375, 58753
3495, 5019, 10041
3496, 14140, 28283
3497, 2477, 4957
3498, 10888, 21779
3499, 20191, 40385
3500, 7890, 15783
3501, 17160, 34323
3502, 1084, 2171
3503, 3998, 7999
3504, 1132, 2267
3505, 27604, 55211
3506, 8902, 17807
3507, 14991, 29985
3508, 19716, 39435
3509, 6439, 12881
3510, 14186, 28375
3511, 27918, 55839
3512, 4490, 8983
3513, 12242, 24487
3514, 24049, 48101
3515, 29723, 59449
3516, 23991, 47985
3517, 13193, 26389
3518, 34, 71
3519, 13478, 26959
3520, 15698, 31399
3521, 4421, 8845
3522, 17843, 35689
3523, 26890, 53783
3524, 2263, 4529
3525, 26855, 53713
3526, 13182, 26367
3527, 22487, 44977
3528, 20773, 41549
3529, 6686, 13375
3530, 10422, 20847
3531, 26580, 53163
3532, 13175, 26353
3533, 6282, 12567
3534, 10380, 20763
3535, 13636, 27275
3536, 10645, 21293
3537, 19234, 38471
3538, 16685, 33373
3539, 3177, 6357
3540, 10828, 21659
3541, 1443, 2889
3542, 20447, 40897
3543, 27975, 55953
3544, 11803, 23609
3545, 5225, 10453
3546, 19276, 38555
3547, 1914, 3831
3548, 27695, 55393
3549, 16819, 33641
3550, 2077, 4157
3551, 1642, 3287
3552, 25490, 50983
3553, 7650, 15303
3554, 11211, 22425
3555, 29934, 59871
3556, 1183, 2369
3557, 2355, 4713
3558, 16818, 33639
3559, 25071, 50145
3560, 3769, 7541
3561, 24526, 49055
3562, 9832, 19667
3563, 9342, 18687
3564, 268, 539
3565, 6125, 12253
3566, 15692, 31387
3567, 73, 149
3568, 26292, 52587
3569, 2880, 5763
3570, 9314, 18631
3571, 23066, 46135
3572, 13645, 27293
3573, 28561, 57125
3574, 23134, 46271
3575, 5536, 11075
3576, 22411, 44825
3577, 17060, 34123
3578, 2814, 5631
3579, 114, 231
3580, 12859, 25721
3581, 11617, 23237
3582, 109, 221
3583, 28241, 56485
3584, 21674, 43351
3585, 8756, 17515
3586, 8710, 17423
3587, 27309, 54621
3588, 29716, 59435
3589, 15029, 30061
3590, 22406, 44815
3591, 9067, 18137
3592, 15199, 30401
3593, 6276, 12555
3594, 2629, 5261
3595, 28902, 57807
3596, 17161, 34325
3597, 19831, 39665
3598, 13013, 26029
3599, 7988, 15979
3600, 17760, 35523
3601, 3832, 7667
3602, 17420, 34843
3603, 23722, 47447
3604, 25329, 50661
3605, 14504, 29011
3606, 13071, 26145
3607, 29090, 58183
3608, 2882, 5767
3609, 25161, 50325
3610, 17840, 35683
3611, 9595, 19193
3612, 24004, 48011
3613, 3290, 6583
3614, 6906, 13815
3615, 29922, 59847
3616, 5891, 11785
3617, 11011, 22025
3618, 8713, 17429
3619, 2080, 4163
3620, 24096, 48195
3621, 2228, 4459
3622, 29472, 58947
3623, 16852, 33707
3624, 1665, 3333
3625, 22026, 44055
3626, 16117, 32237
3627, 11539, 23081
3628, 6599, 13201
3629, 22898, 45799
3630, 18511, 37025
3631, 29837, 59677
3632, 15872, 31747
3633, 3344, 6691
3634, 7123, 14249
3635, 16674, 33351
3636, 19486, 38975
3637, 11106, 22215
3638, 1259, 2521
3639, 16596, 33195
3640, 10921, 21845
3641, 28448, 56899
3642, 10249, 20501
3643, 1486, 2975
3644, 16560, 33123
3645, 2663, 5329
3646, 6491, 12985
3647, 22182, 44367
3648, 5381, 10765
3649, 6423, 12849
3650, 10623, 21249
3651, 21471, 42945
3652, 28074, 56151
3653, 4730, 9463
3654, 22184, 44371
3655, 5810, 11623
3656, 902, 1807
3657, 2294, 4591
3658, 13089, 26181
3659, 11533, 23069
3660, 7772, 15547
3661, 28708, 57419
3662, 226, 455
3663, 5853, 11709
3664, 11518, 23039
3665, 4177, 8357
3666, 11105, 22213
3667, 10377, 20757
3668, 11710, 23423
3669, 12549, 25101
3670, 5034, 10071
3671, 398, 799
3672, 1526, 3055
3673, 14579, 29161
3674, 25266, 50535
3675, 12146, 24295
3676, 20713, 41429
3677, 25680, 51363
3678, 21992, 43987
3679, 1059, 2121
3680, 7448, 14899
3681, 8504, 17011
3682, 14862, 29727
3683, 2400, 4803
3684, 29081, 58165
3685, 2893, 5789
3686, 2119, 4241
3687, 12171, 24345
3688, 10710, 21423
3689, 19105, 38213
3690, 22897, 45797
3691, 14557, 29117
3692, 6322, 12647
3693, 22998, 45999
3694, 9140, 18283
3695, 20650, 41303
3696, 21185, 42373
3697, 595, 1193
3698, 299, 601
3699, 10215, 20433
3700, 26808, 53619
3701, 18138, 36279
3702, 10211, 20425
3703, 15081, 30165
3704, 9762, 19527
3705, 25480, 50963
3706, 10834, 21671
3707, 9327, 18657
3708, 10325, 20653
3709, 27869, 55741
3710, 1179, 2361
3711, 8675, 17353
3712, 24997, 49997
3713, 19501, 39005
3714, 22878, 45759
3715, 11485, 22973
3716, 23767, 47537
3717, 14966, 29935
3718, 21028, 42059
3719, 19945, 39893
3720, 21721, 43445
3721, 18754, 37511
3722, 10380, 20763
3723, 3210, 6423
3724, 29872, 59747
3725, 29391, 58785
3726, 15344, 30691
3727, 8319, 16641
3728, 21425, 42853
3729, 62, 127
3730, 1132, 2267
3731, 18500, 37003
3732, 500, 1003
3733, 2297, 4597
3734, 8943, 17889
3735, 26844, 53691
3736, 14598, 29199
3737, 26280, 52563
3738, 14226, 28455
3739, 23246, 46495
3740, 1246, 2495
3741, 2646, 5295
3742, 29225, 58453
3743, 2158, 4319
3744, 994, 1991
3745, 399, 801
3746, 4376, 8755
3747, 16733, 33469
3748, 17995, 35993
3749, 1548, 3099
3750, 17001, 34005
3751, 26451, 52905
3752, 17399, 34801
3753, 23507, 47017
3754, 6939, 13881
3755, 22556, 45115
3756, 16957, 33917
3757, 11097, 22197
3758, 6332, 12667
3759, 14561, 29125
3760, 14390, 28783
3761, 4313, 8629
3762, 24890, 49783
3763, 1705, 3413
3764, 8794, 17591
3765, 1802, 3607
3766, 13558, 27119
3767, 4127, 8257
3768, 9528, 19059
3769, 3611, 7225
3770, 18202, 36407
3771, 15510, 31023
3772, 18539, 37081
3773, 14082, 28167
3774, 28717, 57437
3775, 17482, 34967
3776, 24009, 48021
3777, 20918, 41839
3778, 28388, 56779
3779, 15849, 31701
3780, 26845, 53693
3781, 15593, 31189
3782, 11067, 22137
3783, 9554, 19111
3784, 6808, 13619
3785, 14362, 28727
3786, 12229, 24461
3787, 16284, 32571
3788, 13635, 27273
3789, 1978, 3959
3790, 19776, 39555
3791, 90, 183
3792, 27832, 55667
3793, 9358, 18719
3794, 7277, 14557
3795, 21533, 43069
3796, 5842, 11687
3797, 1316, 2635
3798, 21023, 42049
3799, 29755, 59513
3800, 16418, 32839
3801, 1145, 2293
3802, 6545, 13093
3803, 10191, 20385
3804, 947, 1897
3805, 298, 599
3806, 26876, 53755
3807, 5633, 11269
3808, 28208, 56419
3809, 25050, 50103
3810, 1129, 2261
3811, 3464, 6931
3812, 9077, 18157
3813, 708, 1419
3814, 8900, 17803
3815, 25965, 51933
3816, 24612, 49227
3817, 26593, 53189
3818, 26931, 53865
3819, 23313, 46629
