,X,Y,Z
2463, 90, 7739, 39421
2464, 47, 2948, 13266
2465, 44, 2051, 10029
2466, 63, 10722, 40108
2467, 40, 11360, 37284
2468, 16, 16517, 50067
2469, 67, 16248, 57726
2470, 47, 8036, 28530
2471, 16, 6585, 20271
2472, 28, 29785, 90927
2473, 80, 3442, 23130
2474, 81, 1736, 18334
2475, 72, 5316, 26320
2476, 54, 22146, 72274
2477, 64, 1962, 14082
2478, 32, 8681, 28095
2479, 11, 29495, 88731
2480, 75, 5972, 29170
2481, 37, 239, 3459
2482, 79, 13749, 53733
2483, 55, 18041, 60177
2484, 98, 8313, 44151
2485, 69, 17603, 62335
2486, 42, 27311, 85465
2487, 32, 16423, 51321
2488, 78, 7533, 34771
2489, 95, 20476, 79482
2490, 53, 2111, 11955
2491, 95, 26256, 96822
2492, 3, 21506, 64540
2493, 70, 293, 10683
2494, 15, 16160, 48934
2495, 8, 6457, 19503
2496, 33, 19677, 61213
2497, 43, 15115, 49047
2498, 1, 26114, 78348
2499, 21, 25946, 78724
2500, 76, 19447, 69897
2501, 79, 5744, 29718
2502, 28, 11750, 36822
2503, 13, 10847, 32883
2504, 86, 6429, 34083
2505, 51, 28299, 90103
2506, 95, 18612, 73890
2507, 62, 3688, 18756
2508, 35, 6256, 21222
2509, 18, 15749, 47899
2510, 7, 7912, 23838
2511, 78, 17098, 63466
2512, 40, 13030, 42294
2513, 15, 18686, 56512
2514, 1, 24592, 73782
2515, 98, 6283, 38061
2516, 80, 3784, 24156
2517, 57, 7814, 29944
2518, 39, 25424, 79318
2519, 42, 25834, 81034
2520, 82, 6194, 32034
2521, 76, 24612, 85392
2522, 19, 22495, 68211
2523, 2, 13781, 41355
2524, 14, 22934, 69198
2525, 31, 24787, 76287
2526, 59, 17799, 60363
2527, 25, 22129, 67641
2528, 80, 9273, 40623
2529, 60, 4352, 20260
2530, 67, 23849, 80529
2531, 89, 9109, 43173
2532, 8, 2228, 6816
2533, 86, 15117, 60147
2534, 18, 6454, 20014
2535, 12, 12367, 37393
2536, 72, 8052, 34528
2537, 60, 4049, 19351
2538, 21, 11831, 36379
2539, 89, 14942, 60672
2540, 1, 8506, 25524
2541, 55, 790, 8424
2542, 74, 19270, 68766
2543, 60, 28342, 92230
2544, 69, 20380, 70666
2545, 43, 745, 5937
2546, 67, 10899, 41679
2547, 2, 2255, 6777
2548, 54, 11650, 40786
2549, 74, 15886, 58614
2550, 61, 29152, 94902
2551, 18, 278, 1486
2552, 50, 1962, 10890
2553, 76, 23705, 82671
2554, 9, 25349, 76213
2555, 67, 11659, 43959
2556, 58, 19749, 65979
2557, 94, 12374, 54798
2558, 38, 23661, 73875
2559, 68, 23073, 78471
2560, 24, 14296, 44044
2561, 88, 22354, 82554
2562, 53, 10647, 37563
2563, 18, 21329, 64639
2564, 48, 17660, 57592
2565, 23, 28047, 85203
2566, 76, 9110, 38886
2567, 69, 2712, 17662
2568, 18, 2158, 7126
2569, 95, 6533, 37653
2570, 79, 8593, 38265
2571, 24, 21732, 66352
2572, 46, 3871, 15849
2573, 77, 26779, 92199
2574, 54, 14660, 49816
2575, 8, 6971, 21045
2576, 91, 13237, 56277
2577, 6, 1666, 5074
2578, 93, 20349, 78349
2579, 97, 788, 21186
2580, 81, 27368, 95230
2581, 54, 923, 8605
2582, 55, 880, 8694
2583, 9, 2284, 7018
2584, 39, 534, 4648
2585, 7, 3483, 10551
2586, 72, 10531, 41965
2587, 51, 10738, 37420
2588, 25, 27888, 84918
2589, 88, 8174, 40014
2590, 2, 13843, 41541
2591, 13, 26763, 80631
2592, 15, 28154, 84916
2593, 2, 9793, 29391
2594, 4, 9613, 28875
2595, 34, 8399, 27513
2596, 12, 3855, 11857
2597, 50, 11831, 40497
2598, 74, 20293, 71835
2599, 57, 11530, 41092
2600, 41, 27099, 84663
2601, 28, 29669, 90579
2602, 78, 19715, 71317
2603, 84, 23100, 83416
2604, 52, 16479, 54849
2605, 70, 15958, 57678
2606, 82, 15137, 58863
2607, 22, 11417, 35223
2608, 13, 25969, 78249
2609, 35, 3080, 11694
2610, 84, 18703, 70225
2611, 2, 29706, 89130
2612, 67, 9, 9009
2613, 13, 3949, 12189
2614, 89, 6607, 35667
2615, 42, 12458, 40906
2616, 88, 23989, 87459
2617, 31, 1595, 6711
2618, 2, 29817, 89463
2619, 32, 18250, 56802
2620, 85, 14133, 56853
2621, 23, 8156, 25530
2622, 10, 17591, 52977
2623, 84, 1518, 18670
2624, 59, 27872, 90582
2625, 26, 22030, 67446
2626, 46, 27466, 86634
2627, 44, 798, 6270
2628, 69, 13613, 50365
2629, 39, 15684, 50098
2630, 72, 24196, 82960
2631, 31, 3157, 11397
2632, 72, 23147, 79813
2633, 80, 18228, 67488
2634, 37, 6860, 23322
2635, 43, 1701, 8805
2636, 13, 21306, 64260
2637, 37, 5255, 18507
2638, 14, 25373, 76515
2639, 55, 18193, 60633
2640, 98, 11024, 52284
2641, 14, 8540, 26016
2642, 23, 20871, 63675
2643, 81, 23841, 84649
2644, 74, 15029, 56043
2645, 13, 16837, 50853
2646, 11, 14253, 43005
2647, 33, 27794, 85564
2648, 21, 12487, 38347
2649, 62, 28232, 92388
2650, 85, 20293, 75333
2651, 72, 25044, 85504
2652, 93, 27190, 98872
2653, 25, 24671, 75267
2654, 43, 15003, 48711
2655, 94, 346, 18714
2656, 7, 6857, 20673
2657, 36, 2504, 10108
2658, 57, 21774, 71824
2659, 4, 1550, 4686
2660, 70, 17815, 63249
2661, 79, 6902, 33192
2662, 10, 21393, 64383
2663, 63, 12778, 46276
2664, 59, 1423, 11235
2665, 22, 1663, 5961
2666, 32, 13612, 42888
2667, 84, 22111, 80449
2668, 12, 9713, 29431
2669, 62, 15212, 53328
2670, 87, 889, 17809
2671, 5, 20194, 60636
2672, 25, 2770, 9564
2673, 12, 29676, 89320
2674, 78, 25383, 88321
2675, 82, 2714, 21594
2676, 77, 27036, 92970
2677, 36, 15073, 47815
2678, 90, 29818, 105658
2679, 78, 28900, 98872
2680, 78, 20876, 74800
2681, 95, 28273, 102873
2682, 48, 969, 7519
2683, 82, 5583, 30201
2684, 89, 1074, 19068
2685, 42, 20919, 66289
2686, 27, 2558, 9136
2687, 33, 16032, 50278
2688, 95, 7669, 41061
2689, 25, 1040, 4374
2690, 28, 2026, 7650
2691, 23, 13903, 42771
2692, 48, 3724, 15784
2693, 76, 1934, 17358
2694, 49, 28846, 91344
2695, 41, 29192, 90942
2696, 2, 24966, 74910
2697, 74, 14743, 55185
2698, 51, 1635, 10111
2699, 79, 1451, 16839
2700, 10, 22211, 66837
2701, 49, 17223, 56475
2702, 88, 11891, 51165
2703, 94, 26700, 97776
2704, 87, 19192, 72718
2705, 43, 1738, 8916
2706, 1, 14382, 43152
2707, 74, 2228, 17640
2708, 1, 28719, 86163
2709, 49, 23299, 74703
2710, 72, 12918, 49126
2711, 57, 12766, 44800
2712, 51, 22085, 71461
2713, 42, 17449, 55879
2714, 40, 7235, 24909
2715, 58, 16251, 55485
2716, 26, 17258, 53130
2717, 96, 9252, 46192
2718, 44, 25888, 81540
2719, 79, 8815, 38931
2720, 76, 23716, 82704
2721, 31, 23844, 73458
2722, 72, 15788, 57736
2723, 24, 13649, 42103
2724, 53, 7757, 28893
2725, 57, 842, 9028
2726, 28, 14362, 44658
2727, 38, 24815, 77337
2728, 82, 9360, 41532
2729, 8, 26925, 80907
2730, 98, 14514, 62754
2731, 80, 4296, 25692
2732, 21, 17392, 53062
2733, 83, 1831, 19275
2734, 53, 13901, 47325
2735, 21, 608, 2710
2736, 30, 29121, 89167
2737, 9, 29125, 87541
2738, 29, 19164, 59178
2739, 36, 9135, 30001
2740, 21, 1917, 6637
2741, 96, 17003, 69445
2742, 27, 5090, 16732
2743, 3, 25538, 76636
2744, 45, 5424, 20326
2745, 68, 637, 11163
2746, 91, 25334, 92568
2747, 45, 1512, 8590
2748, 10, 9757, 29475
2749, 1, 18407, 55227
2750, 53, 15938, 53436
2751, 92, 9783, 46281
2752, 53, 2023, 11691
2753, 53, 742, 7848
2754, 79, 12550, 50136
2755, 15, 28501, 85957
2756, 87, 17176, 66670
2757, 23, 20076, 61290
2758, 71, 27670, 93096
2759, 77, 21215, 75507
2760, 29, 17646, 54624
2761, 45, 12976, 42982
2762, 66, 13911, 50449
2763, 92, 13302, 56838
2764, 7, 3000, 9102
2765, 99, 428, 20890
2766, 2, 11590, 34782
2767, 71, 8428, 35370
2768, 81, 17773, 66445
2769, 93, 19854, 76864
2770, 12, 21874, 65914
2771, 4, 26571, 79749
2772, 65, 2086, 14712
2773, 45, 20823, 66523
2774, 3, 1485, 4477
2775, 27, 1439, 5779
2776, 19, 9360, 28806
2777, 51, 20799, 67603
2778, 83, 25119, 89139
2779, 37, 9447, 31083
2780, 95, 27275, 99879
2781, 16, 27967, 84417
2782, 3, 18339, 55039
2783, 46, 3640, 15156
2784, 46, 25997, 82227
2785, 92, 709, 19059
2786, 95, 12648, 55998
2787, 20, 4250, 13554
2788, 33, 2863, 10771
2789, 68, 26931, 90045
2790, 87, 3808, 26566
2791, 94, 23577, 88407
2792, 30, 942, 4630
2793, 56, 2353, 13335
2794, 58, 10644, 38664
2795, 2, 27509, 82539
2796, 51, 3164, 14698
2797, 49, 791, 7179
2798, 75, 26015, 89299
2799, 78, 18594, 67954
2800, 16, 19517, 59067
2801, 96, 18323, 73405
2802, 52, 21039, 68529
2803, 91, 8521, 42129
2804, 73, 8299, 35559
2805, 45, 10249, 34801
2806, 66, 2567, 16417
2807, 93, 11077, 50533
2808, 45, 23202, 73660
2809, 53, 22814, 74064
2810, 47, 25600, 81222
2811, 80, 22823, 81273
2812, 21, 3828, 12370
2813, 85, 1132, 17850
2814, 20, 29571, 89517
2815, 35, 24243, 75183
2816, 91, 15430, 62856
2817, 77, 13569, 52569
2818, 47, 22800, 72822
2819, 48, 1376, 8740
2820, 59, 17617, 59817
2821, 62, 5088, 22956
2822, 34, 25274, 78138
2823, 13, 20700, 62442
2824, 46, 13986, 46194
2825, 29, 29822, 91152
2826, 30, 1913, 7543
2827, 10, 29573, 88923
2828, 46, 25627, 81117
2829, 37, 12614, 40584
2830, 57, 29079, 93739
2831, 60, 4849, 21751
2832, 99, 19568, 78310
2833, 33, 22550, 69832
2834, 1, 1571, 4719
2835, 63, 23656, 78910
2836, 5, 21546, 64692
2837, 91, 9920, 46326
2838, 66, 9025, 35791
2839, 50, 26981, 85947
2840, 80, 19879, 72441
2841, 22, 22410, 68202
2842, 32, 29400, 90252
2843, 2, 29720, 89172
2844, 6, 20888, 62740
2845, 5, 15790, 47424
2846, 18, 29730, 89842
2847, 70, 23526, 80382
2848, 72, 26498, 89866
2849, 49, 12763, 43095
2850, 44, 576, 5604
2851, 54, 1208, 9460
2852, 50, 2318, 11958
2853, 63, 20146, 68380
2854, 54, 27107, 87157
2855, 7, 17768, 53406
2856, 26, 13433, 41655
2857, 0, 2073, 6223
2858, 91, 22996, 85554
2859, 72, 18535, 65977
2860, 42, 28981, 90475
2861, 80, 20907, 75525
2862, 19, 9070, 27936
2863, 21, 25626, 77764
2864, 7, 19526, 58680
2865, 72, 14166, 52870
2866, 93, 19230, 74992
2867, 38, 25960, 80772
2868, 70, 18133, 64203
2869, 67, 28092, 93258
2870, 70, 26858, 90378
2871, 60, 26989, 88171
2872, 98, 21472, 83628
2873, 52, 21700, 70512
2874, 64, 22759, 76473
2875, 13, 4603, 14151
2876, 92, 12472, 54348
2877, 83, 2374, 20904
2878, 24, 15297, 47047
2879, 76, 2580, 19296
2880, 62, 3458, 18066
2881, 35, 20881, 65097
2882, 13, 18231, 55035
2883, 14, 23152, 69852
2884, 5, 1463, 4443
2885, 79, 23017, 81537
2886, 38, 26268, 81696
2887, 95, 3581, 28797
2888, 71, 26788, 90450
2889, 26, 16641, 51279
2890, 60, 11095, 40489
2891, 25, 9818, 30708
2892, 65, 20970, 71364
2893, 49, 29830, 94296
2894, 82, 3428, 23736
2895, 7, 24668, 74106
2896, 67, 4607, 22803
2897, 97, 23956, 90690
2898, 82, 1697, 18543
2899, 48, 18569, 60319
2900, 95, 26283, 96903
2901, 70, 23870, 81414
2902, 95, 15682, 65100
2903, 37, 8095, 27027
2904, 57, 908, 9226
2905, 25, 6410, 20484
2906, 29, 8301, 26589
2907, 11, 3854, 11808
2908, 98, 27283, 101061
2909, 47, 6003, 22431
2910, 87, 1903, 20851
2911, 95, 11642, 52980
2912, 44, 5253, 19635
2913, 8, 11365, 34227
2914, 98, 565, 20907
2915, 84, 21306, 78034
2916, 76, 27003, 92565
2917, 64, 13765, 49491
2918, 27, 23331, 71455
2919, 85, 16092, 62730
2920, 96, 2402, 25642
2921, 10, 10215, 30849
2922, 77, 7025, 32937
2923, 20, 2463, 8193
2924, 98, 25723, 96381
2925, 28, 27157, 83043
2926, 16, 441, 1839
2927, 24, 27638, 84070
2928, 23, 9180, 28602
2929, 40, 782, 5550
2930, 35, 1963, 8343
2931, 39, 21004, 66058
2932, 20, 25069, 76011
2933, 47, 5509, 20949
2934, 71, 17033, 61185
2935, 13, 16443, 49671
2936, 29, 13036, 40794
2937, 0, 11422, 34270
2938, 22, 5035, 16077
2939, 39, 1939, 8863
2940, 64, 2105, 14511
2941, 41, 22645, 71301
2942, 97, 10492, 50298
2943, 21, 19033, 57985
2944, 91, 8907, 43287
2945, 26, 6807, 21777
2946, 23, 19834, 60564
2947, 73, 20614, 72504
2948, 63, 666, 9940
2949, 92, 8838, 43446
2950, 12, 2490, 7762
2951, 65, 11332, 42450
2952, 98, 3315, 29157
2953, 72, 23097, 79663
2954, 66, 5218, 24370
2955, 29, 11892, 37362
2956, 2, 18215, 54657
2957, 53, 17050, 56772
2958, 75, 4782, 25600
2959, 87, 11051, 48295
2960, 3, 18459, 55399
2961, 54, 8198, 30430
2962, 4, 10476, 31464
2963, 81, 3632, 24022
2964, 5, 9945, 29889
2965, 98, 417, 20463
2966, 16, 23295, 70401
2967, 98, 16255, 67977
2968, 72, 782, 12718
2969, 25, 22463, 68643
2970, 91, 15584, 63318
2971, 25, 22473, 68673
2972, 11, 10107, 30567
2973, 94, 1884, 23328
2974, 72, 29464, 98764
2975, 97, 9458, 47196
2976, 85, 7828, 37938
2977, 67, 13413, 49221
2978, 68, 839, 11769
2979, 4, 2402, 7242
2980, 83, 16100, 62082
2981, 86, 8301, 39699
2982, 1, 29856, 89574
2983, 40, 27253, 84963
2984, 91, 10647, 48507
2985, 52, 16441, 54735
2986, 99, 16491, 69079
2987, 72, 4379, 23509
2988, 59, 22574, 74688
2989, 77, 20052, 72018
2990, 30, 4738, 16018
2991, 32, 568, 3756
2992, 88, 1278, 19326
2993, 2, 27835, 83517
2994, 90, 22996, 85192
2995, 21, 18741, 57109
2996, 27, 25521, 78025
2997, 3, 8546, 25660
2998, 97, 10469, 50229
2999, 26, 20909, 64083
3000, 60, 10692, 39280
3001, 65, 8878, 35088
3002, 69, 26188, 88090
3003, 50, 7153, 26463
3004, 9, 26376, 79294
3005, 80, 29689, 101871
3006, 3, 19763, 59311
3007, 15, 16772, 50770
3008, 64, 11809, 43623
3009, 86, 21009, 77823
3010, 26, 15835, 48861
3011, 85, 18848, 70998
3012, 71, 3338, 20100
3013, 19, 28601, 86529
3014, 86, 24086, 87054
3015, 33, 19887, 61843
3016, 77, 21902, 77568
3017, 35, 550, 4104
3018, 65, 2507, 15975
3019, 18, 28115, 84997
3020, 63, 13776, 49270
3021, 35, 7555, 25119
3022, 33, 4981, 17125
3023, 43, 5471, 20115
3024, 1, 8389, 25173
3025, 4, 24942, 74862
3026, 80, 21668, 77808
3027, 91, 3931, 28359
3028, 77, 1717, 17013
3029, 94, 73, 17895
3030, 30, 3706, 12922
3031, 44, 27396, 86064
3032, 48, 23997, 76603
3033, 95, 21930, 83844
3034, 67, 6703, 29091
3035, 73, 12361, 47745
3036, 16, 1312, 4452
3037, 29, 28411, 86919
3038, 39, 27022, 84112
3039, 52, 25680, 82452
3040, 15, 14257, 43225
3041, 95, 3034, 27156
3042, 72, 22390, 77542
3043, 40, 24047, 75345
3044, 11, 28794, 86628
3045, 81, 4266, 25924
3046, 75, 18522, 66820
3047, 16, 27187, 82077
3048, 3, 18201, 54625
3049, 28, 2112, 7908
3050, 3, 6850, 20572
3051, 54, 16604, 55648
3052, 97, 15950, 66672
3053, 79, 104, 12798
3054, 57, 26567, 86203
3055, 21, 18655, 56851
3056, 90, 8622, 42070
3057, 92, 13918, 58686
3058, 74, 5019, 26013
3059, 8, 11491, 34605
3060, 31, 15907, 49647
3061, 20, 4948, 15648
3062, 48, 11774, 39934
3063, 80, 16324, 61776
3064, 44, 27241, 85599
3065, 47, 963, 7311
3066, 17, 8906, 27300
3067, 6, 12563, 37765
3068, 68, 24467, 82653
3069, 53, 24018, 77676
3070, 38, 14952, 47748
3071, 35, 4500, 15954
3072, 74, 24964, 85848
3073, 51, 14848, 49750
3074, 34, 27225, 83991
3075, 10, 10175, 30729
3076, 3, 14198, 42616
3077, 78, 17280, 64012
3078, 25, 126, 1632
3079, 9, 5184, 15718
3080, 2, 29815, 89457
3081, 51, 1432, 9502
3082, 69, 23952, 81382
3083, 16, 18039, 54633
3084, 22, 4071, 13185
3085, 78, 1857, 17743
3086, 20, 8633, 26703
3087, 85, 16632, 64350
3088, 47, 19963, 64311
3089, 51, 25546, 81844
3090, 56, 20729, 68463
3091, 70, 11788, 45168
3092, 50, 781, 7347
3093, 12, 23350, 70342
3094, 34, 27058, 83490
3095, 83, 17454, 66144
3096, 72, 26121, 88735
3097, 65, 21705, 73569
3098, 67, 2652, 16938
3099, 45, 1375, 8179
3100, 19, 21777, 66057
3101, 74, 28862, 97542
3102, 50, 29186, 92562
3103, 72, 3474, 20794
3104, 26, 4570, 15066
3105, 29, 29892, 91362
3106, 56, 20674, 68298
3107, 85, 21328, 78438
3108, 32, 28734, 88254
3109, 1, 2172, 6522
3110, 79, 26705, 92601
3111, 53, 24598, 79416
3112, 20, 5096, 16092
3113, 40, 16893, 53883
3114, 4, 1862, 5622
3115, 92, 1459, 21309
3116, 52, 2267, 12213
3117, 18, 592, 2428
3118, 28, 5002, 16578
3119, 35, 25066, 77652
3120, 85, 11243, 48183
3121, 12, 8693, 26371
3122, 99, 1790, 24976
3123, 27, 24342, 74488
3124, 72, 25410, 86602
3125, 50, 27996, 88992
3126, 20, 25557, 77475
3127, 15, 11392, 34630
3128, 73, 9948, 40506
3129, 81, 29036, 100234
3130, 82, 6949, 34299
3131, 67, 10491, 40455
3132, 43, 22795, 72087
3133, 74, 6144, 29388
3134, 35, 666, 4452
3135, 23, 23689, 72129
3136, 74, 28404, 96168
3137, 53, 5221, 21285
3138, 63, 9459, 36319
3139, 8, 19683, 59181
3140, 96, 26896, 99124
3141, 23, 8157, 25533
3142, 61, 25220, 83106
3143, 3, 8693, 26101
3144, 59, 7085, 28221
3145, 52, 1567, 10113
3146, 94, 25010, 92706
3147, 51, 6752, 25462
3148, 17, 18282, 55428
3149, 1, 469, 1413
3150, 1, 20346, 61044
3151, 24, 20470, 62566
3152, 99, 446, 20944
3153, 27, 26908, 82186
3154, 49, 28651, 90759
3155, 78, 19521, 70735
3156, 59, 28018, 91020
3157, 35, 10759, 34731
3158, 90, 2423, 23473
3159, 58, 27900, 90432
3160, 70, 17186, 61362
3161, 40, 5917, 20955
3162, 9, 24421, 73429
3163, 34, 6297, 21207
3164, 27, 10688, 33526
3165, 12, 983, 3241
3166, 39, 7794, 26428
3167, 65, 17081, 59697
3168, 38, 24337, 75903
3169, 67, 12579, 46719
3170, 34, 16684, 52368
3171, 68, 16567, 58953
3172, 49, 12334, 41808
3173, 98, 2531, 26805
3174, 12, 26245, 79027
3175, 63, 28190, 92512
3176, 98, 16900, 69912
3177, 90, 12142, 52630
3178, 13, 14214, 42984
3179, 80, 8494, 38286
3180, 96, 10709, 50563
3181, 46, 22030, 70326
3182, 9, 10186, 30724
3183, 50, 28507, 90525
3184, 97, 21941, 84645
3185, 97, 29057, 105993
3186, 12, 1534, 4894
3187, 40, 16846, 53742
3188, 55, 17677, 59085
3189, 45, 12664, 42046
3190, 77, 23656, 82830
3191, 76, 14818, 56010
3192, 35, 4379, 15591
3193, 37, 19995, 62727
3194, 12, 8541, 25915
3195, 92, 26023, 95001
3196, 43, 17776, 57030
3197, 32, 9347, 30093
3198, 56, 14281, 49119
3199, 56, 17507, 58797
3200, 86, 2161, 21279
3201, 96, 9022, 45502
3202, 61, 16299, 56343
3203, 38, 6924, 23664
3204, 59, 5079, 22203
3205, 68, 1743, 14481
3206, 22, 13974, 42894
3207, 57, 6352, 25558
3208, 38, 2047, 9033
3209, 42, 26155, 81997
3210, 53, 26674, 85644
3211, 83, 19341, 71805
3212, 86, 20059, 74973
3213, 22, 3901, 12675
3214, 6, 11960, 35956
3215, 67, 25689, 86049
3216, 44, 28174, 88398
3217, 4, 13155, 39501
3218, 72, 890, 13042
3219, 44, 19452, 62232
3220, 14, 22612, 68232
3221, 14, 25582, 77142
3222, 64, 24408, 81420
3223, 47, 1904, 10134
3224, 61, 9992, 37422
3225, 20, 24230, 73494
3226, 71, 27468, 92490
3227, 69, 27752, 92782
3228, 12, 27228, 81976
3229, 27, 10820, 33922
3230, 32, 223, 2721
3231, 74, 9670, 39966
3232, 6, 20821, 62539
3233, 15, 758, 2728
3234, 21, 1410, 5116
3235, 79, 2083, 18735
3236, 40, 8779, 29541
3237, 56, 5855, 23841
3238, 69, 21750, 74776
3239, 90, 13899, 57901
3240, 93, 877, 19933
3241, 12, 4757, 14563
3242, 16, 7668, 23520
3243, 45, 5566, 20752
3244, 1, 4924, 14778
3245, 16, 2161, 6999
3246, 95, 13958, 59928
3247, 42, 4913, 18271
3248, 14, 20747, 62637
3249, 14, 26370, 79506
3250, 63, 25244, 83674
3251, 6, 14091, 42349
3252, 50, 21894, 70686
3253, 90, 25002, 91210
3254, 51, 10680, 37246
3255, 37, 2536, 10350
3256, 87, 23336, 85150
3257, 50, 20735, 67209
3258, 19, 1906, 6444
3259, 43, 18713, 59841
3260, 5, 5826, 17532
3261, 44, 1371, 7989
3262, 66, 27637, 91627
3263, 79, 27426, 94764
3264, 67, 24571, 82695
3265, 48, 10380, 35752
3266, 72, 3200, 19972
3267, 62, 29755, 96957
3268, 94, 10699, 49773
3269, 35, 1317, 6405
3270, 8, 998, 3126
3271, 17, 6863, 21171
3272, 29, 19199, 59283
3273, 89, 23788, 87210
3274, 60, 17166, 58702
3275, 4, 15360, 46116
3276, 3, 5816, 17470
3277, 27, 12666, 39460
3278, 32, 20851, 64605
3279, 28, 8225, 26247
3280, 37, 17644, 55674
3281, 47, 1182, 7968
3282, 71, 23974, 82008
3283, 58, 3899, 18429
3284, 54, 10979, 38773
3285, 35, 2794, 10836
3286, 86, 7623, 37665
3287, 93, 13705, 58417
3288, 37, 17339, 54759
3289, 74, 28004, 94968
3290, 35, 16, 2502
3291, 76, 22524, 79128
3292, 78, 2276, 19000
3293, 39, 26119, 81403
3294, 99, 11082, 52852
3295, 77, 22711, 79995
3296, 56, 6821, 26739
3297, 71, 11327, 44067
3298, 28, 20309, 62499
3299, 80, 2964, 21696
3300, 72, 14486, 53830
3301, 27, 12656, 39430
3302, 48, 17828, 58096
3303, 42, 23197, 73123
3304, 93, 2596, 25090
3305, 8, 11632, 35028
3306, 56, 447, 7617
3307, 46, 14996, 49224
3308, 7, 14096, 42390
3309, 10, 1496, 4692
3310, 86, 20928, 77580
3311, 23, 28523, 86631
3312, 24, 20463, 62545
3313, 1, 17528, 52590
3314, 31, 28374, 87048
3315, 84, 8397, 39307
3316, 66, 1707, 13837
3317, 67, 2752, 17238
3318, 38, 24005, 74907
3319, 11, 16019, 48303
3320, 83, 14081, 56025
3321, 20, 15383, 46953
3322, 51, 8036, 29314
3323, 11, 13648, 41190
3324, 35, 16130, 50844
3325, 60, 15496, 53692
3326, 61, 12574, 45168
3327, 98, 29382, 107358
3328, 73, 10130, 41052
3329, 9, 26192, 78742
3330, 80, 23922, 84570
3331, 71, 14958, 54960
3332, 43, 7404, 25914
3333, 6, 1857, 5647
3334, 48, 23666, 75610
3335, 89, 18932, 72642
3336, 85, 14108, 56778
3337, 93, 11362, 51388
3338, 28, 17479, 54009
3339, 74, 19896, 70644
3340, 74, 4739, 25173
3341, 66, 27276, 90544
3342, 44, 18860, 60456
3343, 13, 9551, 28995
3344, 36, 14422, 45862
3345, 26, 7887, 25017
3346, 28, 20590, 63342
3347, 49, 719, 6963
3348, 14, 22303, 67305
3349, 17, 8443, 25911
3350, 22, 19443, 59301
3351, 72, 6471, 29785
3352, 49, 19259, 62583
3353, 36, 1367, 6697
3354, 47, 28592, 90198
3355, 80, 15701, 59907
3356, 32, 554, 3714
3357, 32, 14622, 45918
3358, 99, 12209, 56233
3359, 17, 2142, 7008
3360, 7, 27907, 83823
3361, 4, 28413, 85275
3362, 73, 4373, 23781
3363, 29, 11529, 36273
3364, 89, 25869, 93453
3365, 95, 23446, 88392
3366, 48, 19087, 61873
3367, 63, 2020, 14002
3368, 54, 2087, 12097
3369, 80, 16897, 63495
3370, 49, 13543, 45435
3371, 77, 29102, 99168
3372, 18, 1873, 6271
3373, 49, 20549, 66453
3374, 10, 2935, 9009
3375, 34, 9739, 31533
3376, 83, 1120, 17142
3377, 89, 19427, 74127
3378, 64, 1918, 13950
3379, 68, 24852, 83808
3380, 7, 19070, 57312
3381, 97, 3659, 29799
3382, 70, 2704, 17916
3383, 6, 1204, 3688
3384, 12, 22184, 66844
3385, 82, 20837, 75963
3386, 56, 15155, 51741
3387, 92, 3147, 26373
3388, 6, 12334, 37078
3389, 65, 19466, 66852
3390, 41, 6468, 22770
3391, 26, 2079, 7593
3392, 93, 4406, 30520
3393, 15, 7816, 23902
3394, 65, 1152, 11910
3395, 93, 20390, 78472
3396, 44, 24378, 77010
3397, 35, 3873, 14073
3398, 40, 21052, 66360
3399, 87, 18493, 70621
3400, 99, 29573, 108325
3401, 90, 5773, 33523
3402, 73, 15838, 58176
3403, 89, 25269, 91653
3404, 70, 13242, 49530
3405, 26, 15475, 47781
3406, 4, 10593, 31815
3407, 68, 5601, 26055
3408, 95, 1309, 21981
3409, 74, 17396, 63144
3410, 57, 11732, 41698
3411, 41, 26697, 83457
3412, 4, 20232, 60732
3413, 76, 10273, 42375
3414, 66, 1708, 13840
3415, 27, 21674, 66484
3416, 59, 28552, 92622
3417, 7, 26752, 80358
3418, 57, 3118, 15856
3419, 42, 2371, 10645
3420, 80, 10173, 43323
3421, 89, 9611, 44679
3422, 31, 8214, 26568
3423, 70, 13897, 51495
3424, 51, 1341, 9229
3425, 83, 3376, 23910
3426, 34, 4594, 16098
3427, 88, 20100, 75792
3428, 59, 6577, 26697
3429, 80, 5970, 30714
3430, 32, 135, 2457
3431, 97, 16304, 67734
3432, 0, 12151, 36457
3433, 62, 4678, 21726
3434, 42, 2412, 10768
3435, 64, 7437, 30507
3436, 42, 207, 4153
3437, 49, 2599, 12603
3438, 98, 122, 19578
3439, 85, 22800, 82854
3440, 15, 8286, 25312
3441, 81, 16195, 61711
3442, 42, 24098, 75826
3443, 85, 23007, 83475
3444, 13, 4862, 14928
3445, 32, 3772, 13368
3446, 43, 16919, 54459
3447, 67, 24025, 81057
3448, 30, 27675, 84829
3449, 6, 21224, 63748
3450, 82, 11487, 47913
3451, 10, 12300, 37104
3452, 90, 23623, 87073
3453, 48, 13793, 45991
3454, 34, 13927, 44097
3455, 40, 11453, 37563
3456, 49, 20199, 65403
3457, 1, 4917, 14757
3458, 8, 21420, 64392
3459, 88, 5603, 32301
3460, 2, 25268, 75816
3461, 72, 13415, 50617
3462, 81, 530, 14716
3463, 17, 14252, 43338
3464, 57, 12860, 45082
3465, 16, 23917, 72267
