,X,Y,Z,W
2654, 0.681082, 2, 2, 0.629634
2655, 0.109409, 2, 2, 0.109191
2656, 0.785058, 2, 2, 0.706866
2657, 0.891324, 2, 2, 0.777904
2658, 0.627857, 2, 2, 0.587412
2659, 0.388409, 2, 2, 0.378716
2660, 0.287454, 2, 2, 0.283511
2661, 0.274148, 2, 2, 0.270727
2662, 0.0842921, 2, 2, 0.0841923
2663, 0.37785, 2, 2, 0.368923
2664, 0.721183, 2, 2, 0.660273
2665, 0.331431, 2, 2, 0.325396
2666, 0.143803, 2, 2, 0.143308
2667, 0.585284, 2, 2, 0.552436
2668, 0.700766, 2, 2, 0.644803
2669, 0.30781, 2, 2, 0.302972
2670, 0.307321, 2, 2, 0.302507
2671, 0.303262, 2, 2, 0.298635
2672, 0.462294, 2, 2, 0.446003
2673, 0.653615, 2, 2, 0.60806
2674, 0.247658, 2, 2, 0.245134
2675, 0.941527, 2, 2, 0.808457
2676, 0.992004, 2, 2, 0.837124
2677, 0.264321, 2, 2, 0.261254
2678, 0.216407, 2, 2, 0.214722
2679, 0.431318, 2, 2, 0.418069
2680, 0.937864, 2, 2, 0.806297
2681, 0.370312, 2, 2, 0.361906
2682, 0.499588, 2, 2, 0.479064
2683, 0.483535, 2, 2, 0.464912
2684, 0.960845, 2, 2, 0.819676
2685, 0.108188, 2, 2, 0.107977
2686, 0.828394, 2, 2, 0.736847
2687, 0.981201, 2, 2, 0.831165
2688, 0.681845, 2, 2, 0.630226
2689, 0.305216, 2, 2, 0.300499
2690, 0.15128, 2, 2, 0.150704
2691, 0.288247, 2, 2, 0.284272
2692, 0.880581, 2, 2, 0.771109
2693, 0.507584, 2, 2, 0.486067
2694, 0.673818, 2, 2, 0.623974
2695, 0.755577, 2, 2, 0.685709
2696, 0.102481, 2, 2, 0.102302
2697, 0.784478, 2, 2, 0.706456
2698, 0.571825, 2, 2, 0.541168
2699, 0.205512, 2, 2, 0.204068
2700, 0.330424, 2, 2, 0.324444
2701, 0.338328, 2, 2, 0.331911
2702, 0.285348, 2, 2, 0.281491
2703, 0.676015, 2, 2, 0.62569
2704, 0.876675, 2, 2, 0.768616
2705, 0.453291, 2, 2, 0.437927
2706, 0.798334, 2, 2, 0.716194
2707, 0.205969, 2, 2, 0.204516
2708, 0.152287, 2, 2, 0.151699
2709, 0.812799, 2, 2, 0.726215
2710, 0.811121, 2, 2, 0.72506
2711, 0.9429, 2, 2, 0.809265
2712, 0.469436, 2, 2, 0.452383
2713, 0.717246, 2, 2, 0.657312
2714, 0.211798, 2, 2, 0.210219
2715, 0.35371, 2, 2, 0.34638
2716, 0.533067, 2, 2, 0.508177
2717, 0.233772, 2, 2, 0.231648
2718, 0.752678, 2, 2, 0.683596
2719, 0.820826, 2, 2, 0.731709
2720, 0.778649, 2, 2, 0.702319
2721, 0.808618, 2, 2, 0.723334
2722, 0.33787, 2, 2, 0.331479
2723, 0.40376, 2, 2, 0.392879
2724, 0.211402, 2, 2, 0.209831
2725, 0.373516, 2, 2, 0.364891
2726, 0.828669, 2, 2, 0.737033
2727, 0.0484634, 2, 2, 0.0484444
2728, 0.904324, 2, 2, 0.786008
2729, 0.47795, 2, 2, 0.45996
2730, 0.772668, 2, 2, 0.698048
2731, 0.0248726, 2, 2, 0.02487
2732, 0.809931, 2, 2, 0.724239
2733, 0.477493, 2, 2, 0.459554
2734, 0.962889, 2, 2, 0.820845
2735, 0.874142, 2, 2, 0.766993
2736, 0.0433973, 2, 2, 0.0433837
2737, 0.310373, 2, 2, 0.305414
2738, 0.233436, 2, 2, 0.231322
2739, 0.647206, 2, 2, 0.60296
2740, 0.292184, 2, 2, 0.288045
2741, 0.893277, 2, 2, 0.77913
2742, 0.397565, 2, 2, 0.387174
2743, 0.715476, 2, 2, 0.655977
2744, 0.509079, 2, 2, 0.487373
2745, 0.667013, 2, 2, 0.618642
2746, 0.73455, 2, 2, 0.670253
2747, 0.934874, 2, 2, 0.804524
2748, 0.544664, 2, 2, 0.518131
2749, 0.324564, 2, 2, 0.318896
2750, 0.931761, 2, 2, 0.802671
2751, 0.444899, 2, 2, 0.430367
2752, 0.875454, 2, 2, 0.767834
2753, 0.25135, 2, 2, 0.248712
2754, 0.888028, 2, 2, 0.775829
2755, 0.883633, 2, 2, 0.773049
2756, 0.0839259, 2, 2, 0.0838274
2757, 0.710105, 2, 2, 0.651913
2758, 0.284524, 2, 2, 0.280701
2759, 0.299783, 2, 2, 0.295313
2760, 0.247017, 2, 2, 0.244512
2761, 0.30079, 2, 2, 0.296275
2762, 0.329539, 2, 2, 0.323607
2763, 0.543626, 2, 2, 0.517243
2764, 0.888577, 2, 2, 0.776175
2765, 0.72747, 2, 2, 0.664982
2766, 0.58327, 2, 2, 0.550756
2767, 0.417432, 2, 2, 0.405414
2768, 0.653157, 2, 2, 0.607697
2769, 0.402844, 2, 2, 0.392037
2770, 0.269051, 2, 2, 0.265817
2771, 0.366955, 2, 2, 0.358774
2772, 0.356182, 2, 2, 0.348698
2773, 0.922056, 2, 2, 0.796845
2774, 0.97702, 2, 2, 0.828834
2775, 0.995361, 2, 2, 0.838956
2776, 0.567736, 2, 2, 0.537724
2777, 0.936705, 2, 2, 0.80561
2778, 0.166662, 2, 2, 0.165891
2779, 0.180334, 2, 2, 0.179358
2780, 0.385479, 2, 2, 0.376003
2781, 0.460891, 2, 2, 0.444746
2782, 0.374645, 2, 2, 0.365942
2783, 0.0763878, 2, 2, 0.0763136
2784, 0.553606, 2, 2, 0.525758
2785, 0.139592, 2, 2, 0.139139
2786, 0.533433, 2, 2, 0.508492
2787, 0.7828, 2, 2, 0.705267
2788, 0.583392, 2, 2, 0.550858
2789, 0.511704, 2, 2, 0.489664
2790, 0.308206, 2, 2, 0.30335
2791, 0.958953, 2, 2, 0.81859
2792, 0.0321665, 2, 2, 0.032161
2793, 0.798181, 2, 2, 0.716088
2794, 0.85699, 2, 2, 0.755875
2795, 0.168249, 2, 2, 0.167456
2796, 0.596851, 2, 2, 0.56204
2797, 0.246742, 2, 2, 0.244246
2798, 0.921232, 2, 2, 0.796347
2799, 0.23191, 2, 2, 0.229837
2800, 0.177831, 2, 2, 0.176896
2801, 0.564928, 2, 2, 0.535355
2802, 0.652516, 2, 2, 0.607188
2803, 0.373333, 2, 2, 0.364721
2804, 0.570147, 2, 2, 0.539756
2805, 0.471603, 2, 2, 0.454314
2806, 0.0819422, 2, 2, 0.0818505
2807, 0.435163, 2, 2, 0.421559
2808, 0.937651, 2, 2, 0.80617
2809, 0.899625, 2, 2, 0.783094
2810, 0.638386, 2, 2, 0.5959
2811, 0.949828, 2, 2, 0.813315
2812, 0.726676, 2, 2, 0.664389
2813, 0.879299, 2, 2, 0.770292
2814, 0.621632, 2, 2, 0.582362
2815, 0.344432, 2, 2, 0.337662
2816, 0.175634, 2, 2, 0.174732
2817, 0.635639, 2, 2, 0.593692
2818, 0.0370495, 2, 2, 0.037041
2819, 0.0624104, 2, 2, 0.0623698
2820, 0.0761437, 2, 2, 0.0760701
2821, 0.928983, 2, 2, 0.801012
2822, 0.697806, 2, 2, 0.642538
2823, 0.881649, 2, 2, 0.771789
2824, 0.942686, 2, 2, 0.809139
2825, 0.171453, 2, 2, 0.170614
2826, 0.000732444, 2, 2, 0.000732444
2827, 0.211493, 2, 2, 0.20992
2828, 0.246529, 2, 2, 0.244039
2829, 0.349986, 2, 2, 0.342885
2830, 0.282601, 2, 2, 0.278855
2831, 0.649861, 2, 2, 0.605076
2832, 0.870663, 2, 2, 0.764756
2833, 0.287057, 2, 2, 0.283131
2834, 0.162328, 2, 2, 0.161616
2835, 0.580584, 2, 2, 0.548512
2836, 0.441145, 2, 2, 0.426975
2837, 0.27076, 2, 2, 0.267464
2838, 0.776055, 2, 2, 0.700469
2839, 0.0937223, 2, 2, 0.0935852
2840, 0.692251, 2, 2, 0.638272
2841, 0.585223, 2, 2, 0.552385
2842, 0.310984, 2, 2, 0.305995
2843, 0.009064, 2, 2, 0.00906387
2844, 0.520615, 2, 2, 0.497414
2845, 0.972625, 2, 2, 0.826367
2846, 0.744224, 2, 2, 0.677401
2847, 0.284433, 2, 2, 0.280613
2848, 0.885372, 2, 2, 0.774151
2849, 0.558061, 2, 2, 0.529543
2850, 0.19306, 2, 2, 0.191863
2851, 0.589953, 2, 2, 0.556322
2852, 0.209967, 2, 2, 0.208428
2853, 0.268746, 2, 2, 0.265523
2854, 0.782678, 2, 2, 0.705181
2855, 0.329844, 2, 2, 0.323895
2856, 0.44264, 2, 2, 0.428327
2857, 0.278359, 2, 2, 0.274778
2858, 0.437849, 2, 2, 0.423992
2859, 0.892392, 2, 2, 0.778575
2860, 0.430647, 2, 2, 0.417459
2861, 0.508164, 2, 2, 0.486574
2862, 0.504624, 2, 2, 0.483478
2863, 0.409803, 2, 2, 0.398428
2864, 0.766045, 2, 2, 0.693291
2865, 0.716025, 2, 2, 0.656391
2866, 0.608386, 2, 2, 0.571544
2867, 0.80932, 2, 2, 0.723818
2868, 0.757561, 2, 2, 0.687151
2869, 0.204474, 2, 2, 0.203052
2870, 0.654347, 2, 2, 0.608642
2871, 0.436171, 2, 2, 0.422472
2872, 0.686361, 2, 2, 0.633727
2873, 0.679403, 2, 2, 0.628329
2874, 0.377117, 2, 2, 0.368242
2875, 0.0303354, 2, 2, 0.0303307
2876, 0.000976592, 2, 2, 0.000976592
2877, 0.289926, 2, 2, 0.285881
2878, 0.345256, 2, 2, 0.338437
2879, 0.338023, 2, 2, 0.331623
2880, 0.607807, 2, 2, 0.571068
2881, 0.381787, 2, 2, 0.372579
2882, 0.826899, 2, 2, 0.735835
2883, 0.139073, 2, 2, 0.138625
2884, 0.913846, 2, 2, 0.791858
2885, 0.994263, 2, 2, 0.838357
2886, 0.423414, 2, 2, 0.410875
2887, 0.971831, 2, 2, 0.82592
2888, 0.777398, 2, 2, 0.701427
2889, 0.632801, 2, 2, 0.591406
2890, 0.876522, 2, 2, 0.768518
2891, 0.3361, 2, 2, 0.329808
2892, 0.0234687, 2, 2, 0.0234666
2893, 0.34846, 2, 2, 0.341451
2894, 0.955687, 2, 2, 0.81671
2895, 0.656514, 2, 2, 0.610359
2896, 0.679617, 2, 2, 0.628495
2897, 0.654775, 2, 2, 0.60898
2898, 0.83169, 2, 2, 0.739071
2899, 0.78634, 2, 2, 0.707772
2900, 0.588885, 2, 2, 0.555434
2901, 0.314066, 2, 2, 0.308928
2902, 0.843013, 2, 2, 0.746651
2903, 0.333781, 2, 2, 0.327618
2904, 0.555925, 2, 2, 0.527729
2905, 0.524155, 2, 2, 0.500482
2906, 0.0606708, 2, 2, 0.0606336
2907, 0.591906, 2, 2, 0.557944
2908, 0.682638, 2, 2, 0.630842
2909, 0.536576, 2, 2, 0.511197
2910, 0.558702, 2, 2, 0.530086
2911, 0.353099, 2, 2, 0.345807
2912, 0.0492569, 2, 2, 0.049237
2913, 0.237892, 2, 2, 0.235654
2914, 0.795251, 2, 2, 0.71404
2915, 0.389721, 2, 2, 0.379931
2916, 0.39787, 2, 2, 0.387455
2917, 0.724784, 2, 2, 0.662974
2918, 0.0118412, 2, 2, 0.0118409
2919, 0.881985, 2, 2, 0.772002
2920, 0.973601, 2, 2, 0.826916
2921, 0.40492, 2, 2, 0.393945
2922, 0.0562456, 2, 2, 0.056216
2923, 0.574175, 2, 2, 0.543142
2924, 0.180486, 2, 2, 0.179508
2925, 0.654347, 2, 2, 0.608642
2926, 0.535386, 2, 2, 0.510173
2927, 0.941008, 2, 2, 0.808152
2928, 0.20835, 2, 2, 0.206846
2929, 0.562548, 2, 2, 0.533343
2930, 0.704581, 2, 2, 0.647715
2931, 0.144627, 2, 2, 0.144124
2932, 0.286019, 2, 2, 0.282136
2933, 0.796991, 2, 2, 0.715256
2934, 0.999512, 2, 2, 0.841207
2935, 0.0641499, 2, 2, 0.0641059
2936, 0.718192, 2, 2, 0.658024
2937, 0.11774, 2, 2, 0.117469
2938, 0.61681, 2, 2, 0.578436
2939, 0.178411, 2, 2, 0.177466
2940, 0.361705, 2, 2, 0.35387
2941, 0.574114, 2, 2, 0.543091
2942, 0.0498978, 2, 2, 0.0498771
2943, 0.583819, 2, 2, 0.551214
2944, 0.697317, 2, 2, 0.642164
2945, 0.913724, 2, 2, 0.791784
2946, 0.986084, 2, 2, 0.833871
2947, 0.928098, 2, 2, 0.800482
2948, 0.1536, 2, 2, 0.152996
2949, 0.236, 2, 2, 0.233815
2950, 0.471114, 2, 2, 0.453879
2951, 0.541032, 2, 2, 0.515021
2952, 0.839045, 2, 2, 0.744006
2953, 0.421155, 2, 2, 0.408815
2954, 0.747826, 2, 2, 0.680046
2955, 0.544328, 2, 2, 0.517843
2956, 0.338481, 2, 2, 0.332054
2957, 0.36549, 2, 2, 0.357407
2958, 0.674703, 2, 2, 0.624666
2959, 0.220557, 2, 2, 0.218773
2960, 0.730399, 2, 2, 0.667167
2961, 0.554826, 2, 2, 0.526796
2962, 0.130619, 2, 2, 0.130248
2963, 0.423597, 2, 2, 0.411042
2964, 0.481002, 2, 2, 0.462668
2965, 0.00695822, 2, 2, 0.00695816
2966, 0.312571, 2, 2, 0.307506
2967, 0.311136, 2, 2, 0.30614
2968, 0.371654, 2, 2, 0.363157
2969, 0.11475, 2, 2, 0.114498
2970, 0.331828, 2, 2, 0.325772
2971, 0.180731, 2, 2, 0.179748
2972, 0.115604, 2, 2, 0.115347
2973, 0.420362, 2, 2, 0.408091
2974, 0.0153508, 2, 2, 0.0153502
2975, 0.690603, 2, 2, 0.637002
2976, 0.820734, 2, 2, 0.731647
2977, 0.85287, 2, 2, 0.753172
2978, 0.318522, 2, 2, 0.313163
2979, 0.246529, 2, 2, 0.244039
2980, 0.953703, 2, 2, 0.815564
2981, 0.459822, 2, 2, 0.443789
2982, 0.255501, 2, 2, 0.25273
2983, 0.835994, 2, 2, 0.741963
2984, 0.96292, 2, 2, 0.820863
2985, 0.164159, 2, 2, 0.163423
2986, 0.753227, 2, 2, 0.683997
2987, 0.0905789, 2, 2, 0.0904551
2988, 0.215491, 2, 2, 0.213827
2989, 0.577837, 2, 2, 0.546214
2990, 0.335734, 2, 2, 0.329462
2991, 0.85873, 2, 2, 0.757013
2992, 0.405194, 2, 2, 0.394197
2993, 0.403302, 2, 2, 0.392458
2994, 0.0446181, 2, 2, 0.0446033
2995, 0.0687582, 2, 2, 0.068704
2996, 0.0871914, 2, 2, 0.0870809
2997, 0.454115, 2, 2, 0.438668
2998, 0.502213, 2, 2, 0.481366
2999, 0.16483, 2, 2, 0.164085
3000, 0.496017, 2, 2, 0.475927
3001, 0.825983, 2, 2, 0.735215
3002, 0.523423, 2, 2, 0.499848
3003, 0.895993, 2, 2, 0.78083
3004, 0.303018, 2, 2, 0.298402
3005, 0.249367, 2, 2, 0.24679
3006, 0.182836, 2, 2, 0.181819
3007, 0.740074, 2, 2, 0.674342
3008, 0.469558, 2, 2, 0.452492
3009, 0.155187, 2, 2, 0.154564
3010, 0.743095, 2, 2, 0.67657
3011, 0.743828, 2, 2, 0.67711
3012, 0.852138, 2, 2, 0.75269
3013, 0.484329, 2, 2, 0.465614
3014, 0.350658, 2, 2, 0.343516
3015, 0.0599994, 2, 2, 0.0599634
3016, 0.715537, 2, 2, 0.656023
3017, 0.772851, 2, 2, 0.698179
3018, 0.905728, 2, 2, 0.786875
3019, 0.963195, 2, 2, 0.82102
3020, 0.810755, 2, 2, 0.724807
3021, 0.543626, 2, 2, 0.517243
3022, 0.0119022, 2, 2, 0.0119019
3023, 0.625233, 2, 2, 0.585286
3024, 0.173406, 2, 2, 0.172538
3025, 0.536027, 2, 2, 0.510724
3026, 0.412641, 2, 2, 0.40103
3027, 0.431898, 2, 2, 0.418595
3028, 0.299142, 2, 2, 0.294701
3029, 0.804651, 2, 2, 0.720589
3030, 0.819605, 2, 2, 0.730876
3031, 0.121555, 2, 2, 0.121256
3032, 0.85229, 2, 2, 0.75279
3033, 0.218421, 2, 2, 0.216688
3034, 0.540422, 2, 2, 0.514498
3035, 0.527543, 2, 2, 0.503412
3036, 0.563768, 2, 2, 0.534375
3037, 0.391491, 2, 2, 0.381567
3038, 0.811426, 2, 2, 0.72527
3039, 0.205145, 2, 2, 0.20371
3040, 0.475143, 2, 2, 0.457465
3041, 0.5768, 2, 2, 0.545344
3042, 0.241432, 2, 2, 0.239093
3043, 0.724845, 2, 2, 0.663019
3044, 0.184088, 2, 2, 0.18305
3045, 0.553941, 2, 2, 0.526043
3046, 0.273385, 2, 2, 0.269992
3047, 0.912595, 2, 2, 0.791094
3048, 0.248482, 2, 2, 0.245933
3049, 0.0423597, 2, 2, 0.042347
3050, 0.0697653, 2, 2, 0.0697087
3051, 0.818598, 2, 2, 0.730189
3052, 0.404767, 2, 2, 0.393805
3053, 0.671255, 2, 2, 0.621969
3054, 0.727958, 2, 2, 0.665347
3055, 0.696158, 2, 2, 0.641274
3056, 0.756981, 2, 2, 0.68673
3057, 0.037141, 2, 2, 0.0371325
3058, 0.232002, 2, 2, 0.229926
3059, 0.771111, 2, 2, 0.696933
3060, 0.59273, 2, 2, 0.558628
3061, 0.881039, 2, 2, 0.7714
3062, 0.0471816, 2, 2, 0.0471641
3063, 0.0839259, 2, 2, 0.0838274
3064, 0.982696, 2, 2, 0.831996
3065, 0.915403, 2, 2, 0.792808
3066, 0.762993, 2, 2, 0.691088
3067, 0.185003, 2, 2, 0.18395
3068, 0.819056, 2, 2, 0.730501
3069, 0.333293, 2, 2, 0.327156
3070, 0.691366, 2, 2, 0.63759
3071, 0.964965, 2, 2, 0.822029
3072, 0.449965, 2, 2, 0.434934
3073, 0.530076, 2, 2, 0.505599
3074, 0.826502, 2, 2, 0.735566
3075, 0.4008, 2, 2, 0.390155
3076, 0.566027, 2, 2, 0.536283
3077, 0.0693075, 2, 2, 0.0692521
3078, 0.0718101, 2, 2, 0.0717484
3079, 0.499405, 2, 2, 0.478903
3080, 0.494705, 2, 2, 0.474772
3081, 0.424177, 2, 2, 0.411571
3082, 0.141179, 2, 2, 0.14071
3083, 0.219581, 2, 2, 0.21782
3084, 0.559374, 2, 2, 0.530656
3085, 0.525437, 2, 2, 0.501591
3086, 0.0396741, 2, 2, 0.0396637
3087, 0.653737, 2, 2, 0.608157
3088, 0.659047, 2, 2, 0.612364
3089, 0.647206, 2, 2, 0.60296
3090, 0.531297, 2, 2, 0.506652
3091, 0.250649, 2, 2, 0.248032
3092, 0.724998, 2, 2, 0.663134
3093, 0.662069, 2, 2, 0.61475
3094, 0.498795, 2, 2, 0.478367
3095, 0.360729, 2, 2, 0.352956
3096, 0.21073, 2, 2, 0.209174
3097, 0.196448, 2, 2, 0.195187
3098, 0.602466, 2, 2, 0.566676
3099, 0.884274, 2, 2, 0.773455
3100, 0.271187, 2, 2, 0.267876
3101, 0.717612, 2, 2, 0.657588
3102, 0.144169, 2, 2, 0.143671
3103, 0.30491, 2, 2, 0.300208
3104, 0.787866, 2, 2, 0.70885
3105, 0.0835597, 2, 2, 0.0834625
3106, 0.542436, 2, 2, 0.516224
3107, 0.889126, 2, 2, 0.776522
3108, 0.895688, 2, 2, 0.780639
3109, 0.587298, 2, 2, 0.554114
3110, 0.325297, 2, 2, 0.31959
3111, 0.332469, 2, 2, 0.326377
3112, 0.168249, 2, 2, 0.167456
3113, 0.0259102, 2, 2, 0.0259073
3114, 0.0469069, 2, 2, 0.0468897
3115, 0.635151, 2, 2, 0.593299
3116, 0.117527, 2, 2, 0.117256
3117, 0.827113, 2, 2, 0.73598
3118, 0.0342723, 2, 2, 0.0342656
3119, 0.486496, 2, 2, 0.467531
3120, 0.164006, 2, 2, 0.163272
3121, 0.762871, 2, 2, 0.691
3122, 0.370281, 2, 2, 0.361877
3123, 0.94116, 2, 2, 0.808242
3124, 0.734275, 2, 2, 0.670049
3125, 0.282754, 2, 2, 0.279001
3126, 0.0192572, 2, 2, 0.019256
3127, 0.667104, 2, 2, 0.618714
3128, 0.641133, 2, 2, 0.598104
3129, 0.997375, 2, 2, 0.84005
3130, 0.501511, 2, 2, 0.480751
3131, 0.547441, 2, 2, 0.520504
3132, 0.403912, 2, 2, 0.393019
3133, 0.343455, 2, 2, 0.336743
3134, 0.0226753, 2, 2, 0.0226733
3135, 0.916715, 2, 2, 0.793607
3136, 0.6639, 2, 2, 0.616193
3137, 0.962188, 2, 2, 0.820444
3138, 0.464736, 2, 2, 0.448187
3139, 0.213446, 2, 2, 0.211829
3140, 0.35197, 2, 2, 0.344748
3141, 0.821009, 2, 2, 0.731834
3142, 0.144383, 2, 2, 0.143882
3143, 0.329966, 2, 2, 0.324011
3144, 0.764519, 2, 2, 0.69219
3145, 0.611499, 2, 2, 0.574096
3146, 0.745232, 2, 2, 0.678142
3147, 0.440504, 2, 2, 0.426396
3148, 0.203497, 2, 2, 0.202096
3149, 0.453505, 2, 2, 0.438119
3150, 0.33018, 2, 2, 0.324213
3151, 0.589221, 2, 2, 0.555713
3152, 0.337626, 2, 2, 0.331248
3153, 0.437178, 2, 2, 0.423384
3154, 0.840083, 2, 2, 0.744699
3155, 0.819361, 2, 2, 0.73071
3156, 0.940153, 2, 2, 0.807648
3157, 0.0343333, 2, 2, 0.0343266
3158, 0.984954, 2, 2, 0.833247
3159, 0.124363, 2, 2, 0.124043
3160, 0.159886, 2, 2, 0.159206
3161, 0.910184, 2, 2, 0.789617
3162, 0.934019, 2, 2, 0.804016
3163, 0.00286874, 2, 2, 0.00286874
3164, 0.982086, 2, 2, 0.831657
3165, 0.166234, 2, 2, 0.16547
3166, 0.710898, 2, 2, 0.652515
3167, 0.89816, 2, 2, 0.782182
3168, 0.0343028, 2, 2, 0.0342961
3169, 0.546983, 2, 2, 0.520113
3170, 0.700095, 2, 2, 0.64429
3171, 0.303781, 2, 2, 0.29913
3172, 0.395123, 2, 2, 0.384922
3173, 0.639882, 2, 2, 0.5971
3174, 0.170965, 2, 2, 0.170133
3175, 0.816401, 2, 2, 0.728686
3176, 0.560076, 2, 2, 0.53125
3177, 0.601123, 2, 2, 0.565569
3178, 0.225654, 2, 2, 0.223744
3179, 0.917203, 2, 2, 0.793904
3180, 0.222846, 2, 2, 0.221006
3181, 0.438032, 2, 2, 0.424158
3182, 0.0770287, 2, 2, 0.0769526
3183, 0.762963, 2, 2, 0.691066
3184, 0.0267953, 2, 2, 0.026792
3185, 0.379315, 2, 2, 0.370284
3186, 0.0629597, 2, 2, 0.0629181
3187, 0.768334, 2, 2, 0.694938
3188, 0.943449, 2, 2, 0.809588
3189, 0.364391, 2, 2, 0.35638
3190, 0.303201, 2, 2, 0.298577
3191, 0.260079, 2, 2, 0.257157
3192, 0.434217, 2, 2, 0.420701
3193, 0.183172, 2, 2, 0.18215
3194, 0.405042, 2, 2, 0.394057
3195, 0.985229, 2, 2, 0.833399
3196, 0.0517594, 2, 2, 0.0517363
3197, 0.297464, 2, 2, 0.293096
3198, 0.124088, 2, 2, 0.12377
3199, 0.753471, 2, 2, 0.684175
3200, 0.636738, 2, 2, 0.594576
3201, 0.875362, 2, 2, 0.767776
3202, 0.386395, 2, 2, 0.376852
3203, 0.996246, 2, 2, 0.839437
3204, 0.766594, 2, 2, 0.693686
3205, 0.0694906, 2, 2, 0.0694347
3206, 0.578112, 2, 2, 0.546444
3207, 0.522416, 2, 2, 0.498975
3208, 0.612812, 2, 2, 0.57517
3209, 0.0711386, 2, 2, 0.0710787
3210, 0.508927, 2, 2, 0.48724
3211, 0.252907, 2, 2, 0.250219
3212, 0.862331, 2, 2, 0.759361
3213, 0.970428, 2, 2, 0.825127
3214, 0.955748, 2, 2, 0.816746
3215, 0.214942, 2, 2, 0.213291
3216, 0.859676, 2, 2, 0.757631
3217, 0.954802, 2, 2, 0.816199
3218, 0.192511, 2, 2, 0.191324
3219, 0.57741, 2, 2, 0.545856
3220, 0.62624, 2, 2, 0.586102
3221, 0.876614, 2, 2, 0.768577
3222, 0.412793, 2, 2, 0.40117
3223, 0.00811792, 2, 2, 0.00811783
3224, 0.912656, 2, 2, 0.791131
3225, 0.720908, 2, 2, 0.660067
3226, 0.451003, 2, 2, 0.435868
3227, 0.135289, 2, 2, 0.134876
3228, 0.940489, 2, 2, 0.807846
3229, 0.00497452, 2, 2, 0.0049745
3230, 0.708823, 2, 2, 0.650941
3231, 0.393048, 2, 2, 0.383006
3232, 0.989929, 2, 2, 0.835987
3233, 0.640889, 2, 2, 0.597908
3234, 0.692892, 2, 2, 0.638765
3235, 0.0332652, 2, 2, 0.033259
3236, 0.489059, 2, 2, 0.469796
3237, 0.291818, 2, 2, 0.287694
3238, 0.0701621, 2, 2, 0.0701045
3239, 0.585009, 2, 2, 0.552207
3240, 0.761834, 2, 2, 0.690249
3241, 0.754295, 2, 2, 0.684775
3242, 0.647023, 2, 2, 0.602814
3243, 0.541673, 2, 2, 0.51557
3244, 0.0899075, 2, 2, 0.0897864
3245, 0.396588, 2, 2, 0.386273
3246, 0.178411, 2, 2, 0.177466
3247, 0.558763, 2, 2, 0.530138
3248, 0.245643, 2, 2, 0.243181
3249, 0.185308, 2, 2, 0.18425
3250, 0.413526, 2, 2, 0.40184
3251, 0.942106, 2, 2, 0.808799
3252, 0.15186, 2, 2, 0.151277
3253, 0.331004, 2, 2, 0.324992
3254, 0.2837, 2, 2, 0.27991
3255, 0.708579, 2, 2, 0.650755
3256, 0.824885, 2, 2, 0.73447
3257, 0.0841701, 2, 2, 0.0840707
3258, 0.639576, 2, 2, 0.596856
3259, 0.000274667, 2, 2, 0.000274667
3260, 0.256783, 2, 2, 0.25397
3261, 0.712882, 2, 2, 0.654017
3262, 0.442854, 2, 2, 0.42852
3263, 0.133488, 2, 2, 0.133092
3264, 0.393872, 2, 2, 0.383767
3265, 0.193396, 2, 2, 0.192192
3266, 0.819971, 2, 2, 0.731126
3267, 0.0636006, 2, 2, 0.0635577
3268, 0.866512, 2, 2, 0.762075
3269, 0.644917, 2, 2, 0.601132
3270, 0.882748, 2, 2, 0.772487
3271, 0.54738, 2, 2, 0.520452
3272, 0.627522, 2, 2, 0.58714
3273, 0.0394299, 2, 2, 0.0394197
3274, 0.723228, 2, 2, 0.661808
3275, 0.783715, 2, 2, 0.705916
3276, 0.154912, 2, 2, 0.154293
3277, 0.218757, 2, 2, 0.217016
3278, 0.488571, 2, 2, 0.469364
3279, 0.814112, 2, 2, 0.727116
3280, 0.375439, 2, 2, 0.366681
3281, 0.748894, 2, 2, 0.680829
3282, 0.942137, 2, 2, 0.808817
3283, 0.464248, 2, 2, 0.44775
3284, 0.964934, 2, 2, 0.822011
3285, 0.64388, 2, 2, 0.600303
3286, 0.417158, 2, 2, 0.405163
3287, 0.107761, 2, 2, 0.107552
3288, 0.18186, 2, 2, 0.180859
3289, 0.490005, 2, 2, 0.47063
3290, 0.569536, 2, 2, 0.539242
3291, 0.0335398, 2, 2, 0.0335336
3292, 0.890622, 2, 2, 0.777463
3293, 0.00143437, 2, 2, 0.00143437
3294, 0.835261, 2, 2, 0.741472
3295, 0.697775, 2, 2, 0.642514
3296, 0.929991, 2, 2, 0.801614
3297, 0.539048, 2, 2, 0.51332
3298, 0.999359, 2, 2, 0.841125
3299, 0.64214, 2, 2, 0.598911
3300, 0.484146, 2, 2, 0.465452
3301, 0.623188, 2, 2, 0.583627
3302, 0.782678, 2, 2, 0.705181
3303, 0.35902, 2, 2, 0.351357
3304, 0.611438, 2, 2, 0.574046
3305, 0.971801, 2, 2, 0.825902
3306, 0.852046, 2, 2, 0.752629
3307, 0.885556, 2, 2, 0.774267
3308, 0.587817, 2, 2, 0.554546
3309, 0.0953398, 2, 2, 0.0951955
3310, 0.160772, 2, 2, 0.16008
3311, 0.407086, 2, 2, 0.395936
3312, 0.220954, 2, 2, 0.219161
3313, 0.979736, 2, 2, 0.83035
